Study	Species	Trait	fit.trait	Heritability	Evolvability	Mean	Ie	Type	Scale	Organism	Measure
Teplitsky.et.al..(2009)	Larus.novaehollandiae	clutch.size	yes	0	0	1.9	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	first.egg.volume	yes	0.57	0.321	37.25	0.242	Physiological	Volume	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	n.eggs.hatched	yes	0	0	1.48	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	n.eggs.fledged	yes	0	0	0.75	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Annual.reproductive.success	yes	0	0	0.32	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	LTR	yes	0.36	95.66	0.56	170.062	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	culmen.depth	no	0.67	0.089	105.2	0.044	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	culmen.length	no	0.76	0.047	517.1	0.015	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	tarsus.length	no	0.68	0.069	465.3	0.033	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	tail.length	no	0.59	0.069	112.2	0.048	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	wing.length	no	0.62	0.032	289	0.02	Size	Linear	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	weight	no	0.33	0.17	310.5	0.345	Size	Weight	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Number.breeding.season	yes	0	0	5	NA	LH	Time	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	longevity	yes	0.21	2.335	11.01	8.783	LH	Time	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Age.at.first.reproduction	yes	0.09	0.87	0.95	8.797	LH	Time	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	n.eggs.hatched	yes	0.01	0	1.41	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	n.eggs.fledged	yes	0	0	0.31	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	Annual.reproductive.success	yes	0	0	0.01	NA	LH	Count	Bird	Narrowsense
Teplitsky.et.al..(2009)	Larus.novaehollandiae	LTR	yes	0	0	0.56	NA	LH	Count	Bird	Narrowsense
Theriault.et.al.(2007)	Salvelinus.fontinalis	Tactic	no	0.56	3.702161137	1.47	2.908840893	Behavior	Ordinal	Fish	Narrowsense
Theriault.et.al.(2007)	Salvelinus.fontinalis	"FL.(fork.length,.body.size)"	no	0.5	0.540058726	88.95	0.540058726	Size	Linear	Fish	Narrowsense
Thessing.&.EKman.(1994)	Parus.montanus	Tarsus.length.	no	0.62	0.062	18.648	0.038	Size	Linear	Bird	Narrowsense
Thiede.(1998)	Collinsia.verna	seed.weight	no	0.3	2.869	4.09	6.695	Size	Weight	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	embryo.weight	no	0.41	4.227	3.64	6.082	Size	Weight	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	emergence.date.	yes	0.14	0.987	36.85	6.062	LH	Time	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	cotyledon.diameter.	no	0.28	1.976	4.98	5.081	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	cotyledon.diameter.(fall.rosette)	no	0.27	2.113	9.68	5.713	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	basal.leaf.length..(fall.rosette)	no	0.01	0.22	7.07	21.787	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	Number.of.leaves.(fall.rosette)	no	0.03	0.762	3.24	24.641	Size	Count	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	cotyledon.length.(spring.rosette)	no	0.44	2.877	10.71	3.662	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	basal.leaf.length.(spring.rosette)	no	0.47	5.665	10.47	6.388	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	Number.of.leaves(spring.rosette)	no	0.06	4.845	10.29	75.904	Size	Count	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	seed.weight	no	0.07	0.383	5.36	5.082	Size	Weight	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	emergence.date.	yes	0.252	4.185	3.13	12.453	LH	Time	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	cotyledon.diameter	no	0.073	0.463	5.69	5.869	Size	Linear	Plant	Narrowsense
Thiede.(1998)	Collinsia.verna	cotyledon.diameter.(fall.rosette)	no	0.035	0.245	9.69	6.667	Size	Linear	Plant	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	CHC.peak.1	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	2	no	0.46	4.923961	NA	5.780302043	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	4	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	5	no	0.29	4.639716	NA	11.35930469	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	6	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	7	no	0.7	0.442225	NA	0.189525	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	8	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	9	no	0.64	0.783225	NA	0.440564063	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	10	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	11	no	0.57	1.385329	NA	1.045072754	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	12	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	13	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	14	no	0.55	5.139289	NA	4.204872818	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	15	no	0.49	0.426409	NA	0.443813449	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	16	no	0.62	50.282281	NA	30.81817223	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	17	no	0.44	10.106041	NA	12.862234	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	18	no	0.74	0.534361	NA	0.187748459	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	19	no	0.47	0.264196	NA	0.297923149	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	20	no	0.47	0.16	NA	0.180425532	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	21	no	0.15	0.454276	NA	2.574230667	Physiological	NA	Insect	Narrowsense
Thomas.&.Simmons.(2008)	Teleogryllus.oceanicus	22	no	0	0	NA	NA	Physiological	NA	Insect	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	corm.diameter	no	0.12	1.725	11.29	12.647	Size	Linear	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	Number.of.leaves	no	0.183	18.882	15.22	84.297	Size	Count	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	hair.density	no	0.271	48.385	24.39	130.159	Shape	Density	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	reproductive.dry.weight	yes	0.072	13.734	2.86	177.015	Size	Weight	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	specific.leaf.weight	no	0.114	1.786	1.44	13.882	Shape	Ratio	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	leaf.area	no	0.213	1.68	21.08	6.207	Size	Area	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	water.use.efficiency	no	0	0	0.004	NA	Physiological	Ratio	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	transpiration.rate.	no	0.061	1.254	26.47	19.298	Physiological	Ratio	Plant	Narrowsense
Tonsor.&.Goodnight.(1997)	Plantago.lanceolata	photosynthetic.capacity	no	0.05	1.203	7.34	22.853	Physiological	Ratio	Plant	Narrowsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.10	no	0.228	0.949	1.677	3.21	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.20	no	0.169	2.596	3.02	12.748	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.30	no	0.121	3.519	5.774	25.492	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	n.buds.80	yes	0.151	22.286	1.493	125.5	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	nbuds.120	yes	0.129	11.912	3.415	80.789	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	nbuds160	yes	0.137	11.625	5.771	73.292	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Relative.bud.natality.1	yes	0.082	1.961	0.194	22.104	Growth	NA	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Relative.bud.natality.2	yes	0.038	0.958	0.148	24.043	Growth	NA	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Seedling.dry.weight	yes	0.063	8.674	0.597	129.449	Size	Weight	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.10	no	0.076	16.146	1.619	196.857	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.20	no	0.051	4.734	2.865	89.002	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Epicotyl.length.30	no	0.205	0.672	5.903	2.603	Size	Linear	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	n.buds.80	yes	0.305	4.672	1.245	10.637	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	nbuds.120	yes	0.372	9.458	2.953	15.993	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	nbuds160	yes	0.215	32.798	4.975	119.61	LH	Count	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Relative.bud.natality.1	yes	0.233	41.305	0.208	136.046	Growth	NA	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Relative.bud.natality.2	yes	0.168	31.643	0.145	156.709	Growth	NA	Plant	Broadsense
Tucic.&.Stojkovic.(2001)	Picea.omorika	Seedling.dry.weight	no	0.245	11.834	0.496	36.547	Size	Weight	Plant	Broadsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	Corrolla.width	no	0.213	1.055964661	23.04	3.901615906	Size	Linear	Plant	Narrowsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	Corolla.length/width.ratio	no	0.108	0.184686391	1.3	1.525372781	Shape	Ratio	Plant	Narrowsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	Anther.stigma.distance	no	0.28	4.718891967	2.85	12.13429363	Size	Linear	Plant	Narrowsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	Anther.length	no	0.297	0.988002848	1.59	2.338606068	Size	Linear	Plant	Narrowsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	Ovary.length	no	0.267	0.872428075	6.03	2.395092806	Size	Linear	Plant	Narrowsense
Van.Kleunen.&.Ritland.(2004)	Mimulus.guttatus	n.red.dots	no	0.396	3.837415477	72.6	5.853027647	Pattern	Count	Plant	Narrowsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Kernel.weight	no	0.754	5.954	NA	1.943	Size	Weight	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Relative.growth.rate	no	0.209	0.327	NA	1.238	Growth	Weight	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Unit.leaf.rate	no	0.007	0.015	NA	2.128	Growth	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.area/plant.biomass	no	0.309	0.174	NA	0.389	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Specific.leaf.area	no	0.367	0.206	NA	0.355	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.mass.fraction	no	0.412	0.116	NA	0.166	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.tissue.density	no	0.299	0.168	NA	0.394	Physiological	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Flowering.time	yes	0.779	13.352	NA	3.788	LH	Time	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Total.biomass	no	0.763	13.268	NA	4.121	Size	Weight	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.mass.fraction.at.flowering	no	0.334	1.544	NA	3.079	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Root.mass.fraction.at.flowering	no	0.291	1.408	NA	3.43	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.area.at.flowering	no	0.61	7.688	NA	4.915	Size	Area	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Mean.seed.weight	no	0.891	10.119	NA	1.238	Size	Weight	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Relative.growth.rate	no	0.276	5.465	NA	14.336	Growth	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Unit.leaf.rate	no	0.155	0.508	NA	2.769	Growth	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.area/plant.biomass	no	0.092	0.383	NA	3.78	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Specific.leaf.area	no	0.336	0.399	NA	0.789	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.mass.fraction	no	0.516	0.298	NA	0.28	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.tissue.density	no	0.26	0.25	NA	0.712	Physiological	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Flowering.time	yes	0.828	0.107	NA	0.022	LH	Time	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Total.biomass	no	0.726	20.858	NA	7.872	Size	Weight	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.mass.fraction.at.flowering	no	0.302	4.88	NA	11.279	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Root.mass.fraction.at.flowering	no	0.472	2.497	NA	2.793	Shape	Ratio	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Leaf.area.at.flowering	no	0.319	8.56	NA	18.274	Size	Area	Plant	Broadsense
Verhoven.et.al..(2004)	Hordeum.spontaneum	Mean.seed.weight	no	0.777	9.035	NA	2.593	Size	Weight	Plant	Broadsense
Watkins.(2001)	Hyla.regilla	burst.speed.stage.37	no	0.231	1.513	23.87	5.05	Behavior	Ratio	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	burst.speed.stage.42	no	0	0	30.66	NA	Behavior	Ratio	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	max.jump.dist	no	0.117	0.36	25.8	2.724	Behavior	Linear	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	snout.vent.length.stage.42	no	0.3	0.123	1.2	0.286	Size	Linear	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	tal.length.stage.42	no	0.347	0.348	2.69	0.654	Size	Linear	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	mass	no	0.25	0.723	0.236	2.168	Size	Weight	Herp	Narrowsense
Watkins.(2001)	Hyla.regilla	larval.period	yes	0.145	0.0081	3.09	0.048	LH	Transformed	Herp	Narrowsense
Wayne.et.al..(1997)	Drosophila.melanogaster	ovariole.number	yes	0.403	4.326	15.1	6.409	LH	Count	Insect	Broadsense
Wayne.et.al..(1997)	Drosophila.melanogaster	body.size	no	0.191	0.046	24.77	0.196	Size	Linear	Insect	Broadsense
Weber.&.Scheiner.(1992)	Drosophila.melanogaster	Thorax.area.at.19C	no	0.159	0.085	1.1	0.45	Size	Area	Insect	Fullsib
Weber.&.Scheiner.(1992)	Drosophila.melanogaster	Thorax.area.at.25C	no	0.164	0.056	1.01	0.285	Size	Area	Insect	Fullsib
Weber.&.Scheiner.(1992)	Drosophila.melanogaster	Plastisity.of.thorax.area	no	0.084	11.48	0.088	125.187	Shape	Area	Insect	Fullsib
Weller.et.al..(2006)	Schieda.salicaria	Inflorescence.condensation	no	0.679	7.890481	6.336	3.73025685	Pattern	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Lenght.of.pollinated.inflorescences	no	0.274	2.866249	9.317	7.594513774	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.nodes.on.inflorescence.axis	no	0.049	0.106276	4.1	2.062621959	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Length.of.internode	no	0.507	5.788836	3.975	5.628986485	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.terminal.flowers	yes	0.002	0.040401	9.012	20.160099	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	nterminal.capsules	yes	0	0	NA	NA	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.lateral.flowers	yes	0.601	12.453841	48.331	8.268024225	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.lateral.capsules	yes	0.656	13.601344	NA	7.132412098	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Pedicel.length.terminal.flowers	no	0.109	0.870489	0.834	7.115648615	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Pedicel.length.lateral.flwoers	no	0.325	3.301489	0.541	6.856938692	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Lateral.branch.length	no	0.064	2.669956	1.788	39.0481065	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.nodes.on.lateral.branch	no	0	0	1.629	NA	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Total.infloresence.number	yes	0.262	7.579009	18.577	21.34850627	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Vegetative.Height.at.first.flowering	no	0.006	0.061009	19.638	10.10715767	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Length.first.infloresence	no	0.451	7.354944	9.388	8.953135823	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Height.at.first.flowering	no	0.11	0.919681	29.026	7.441055364	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Inflorescence.condensation	no	0.557	9.412624	5.662	7.486162355	Pattern	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Lenght.of.pollinated.inflorescences	no	0.493	5.396329	9.579	5.549571609	Size	Liner	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.nodes.on.inflorescence.axis	no	0.415	0.893025	4.129	1.25884247	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Length.of.internode	no	0.602	6.305121	4.048	4.168501924	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.terminal.flowers	yes	0.359	0.638401	9.02	1.139874766	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	nterminal.capsules	yes	0.386	0.670761	NA	1.066961798	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.lateral.flowers	yes	0.668	17.859076	42.471	8.876067713	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.lateral.capsules	yes	0.681	17.673616	NA	8.278830402	LH	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Pedicel.length.terminal.flowers	no	0.789	5.166529	1.011	1.381669986	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Pedicel.length.lateral.flwoers	no	0.472	3.936256	0.707	4.403269424	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Lateral.branch.length	no	0.262	13.1044	1.724	36.91239389	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	n.nodes.on.lateral.branch	no	0.033	0.440896	1.614	12.91958885	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Total.infloresence.number	yes	0.68	19.509889	18.712	9.181124235	Size	Count	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Vegetative.Height.at.first.flowering	no	0.267	2.283121	20.237	6.267893981	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Length.first.infloresence	no	0.107	1.682209	9.233	14.03937044	Size	Linear	Plant	Narrowsense
Weller.et.al..(2006)	Schieda.salicaria	Height.at.first.flowering	no	0.147	0.958441	29.47	5.561565803	Size	Linear	Plant	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.0	no	0.014	0.013	56.3	0.907	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.1	no	0.261	0.351	81.1	0.993	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.2	no	0.276	0.317	106.4	0.831	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.3	no	0.229	0.301	120.3	1.015	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.0	no	0.038	0.021	58.7	0.541	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.1	no	0.001	0.0012	90.7	1.19	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.2	no	0	0	112.8	NA	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2003)	Salvelinus.fontinalis	Length.age.3	no	0.094	0.117	129.3	1.124	Size	Linear	Fish	Narrowsense
Wilson.et.al..(2005)	Ovis.aries	Birth.weight	no	0.075	0.480391301	2.14	5.92482604	Size	Weight	Mammal	Narrowsense
Wilson.et.al..(2005)	Ovis.aries	Natal.litter.size	no	0.109	1.064483765	1.226	8.701422338	LH	Ordinal	Mammal	Narrowsense
Winding.(1994)	Bicyclus.anynana	Colour.17C	no	0.726	0.595	90	0.225	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.20C	no	0.068	0.042	86.3	0.57	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.23C	no	1.131	0.918	80.3	-0.106	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.28C	no	1.032	0.616	79.9	-0.019	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.17C	no	0.445	3.074	0.078	3.833	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.20C	no	0.342	1.224	0.07	2.356	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.23C	no	1.029	8.591	0.058	-0.242	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.28C	no	0.701	8.54	0.033	3.643	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.17C	no	0.056	0.253	0.109	4.256	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.20C	no	0.625	3.068	0.117	1.841	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.23C	no	0.882	4.967	0.158	0.665	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pulil.28C	no	0.862	3.509	0.283	0.562	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.17C	no	0.492	3.59	0.682	3.707	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.20C	no	1.075	8.51	0.654	-0.594	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.23C	no	0.959	3.804	1.01	0.163	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Black.ring.28C	no	1.057	1.543	1.46	-0.083	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.17C	no	0.19	0.234	83.9	0.999	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.20C	no	0.468	0.489	76.2	0.556	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.23C	no	0.664	0.711	73.3	0.36	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Colour.28C	no	0.573	0.615	75	0.458	Pattern	Ordinal	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.17C	no	0.523	2.749	0.077	2.507	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.20C	no	0.54	4.495	0.069	3.829	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.23C	no	0.419	3.832	0.049	5.313	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Band.28C	no	0.595	26.465	0.023	18.014	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.17C	no	0.546	0.106	0.7	0.088	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.20C	no	0.527	7.11	0.118	6.381	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pupil.23C	no	0.674	3.555	0.186	1.72	Pattern	Linear	Insect	Fullsib
Winding.(1994)	Bicyclus.anynana	Pulil.28C	no	0.846	2.324	0.297	0.423	Pattern	Linear	Insect	Fullsib
